date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay
2023-06-22 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,29.54,white wind,15,7.65,13.4,67.94,1
2023-12-11 14:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,24.3,clear,10,1.31,1.61,52.75,0
2023-11-23 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,20.27,clear,12,6.09,6.7,62.17,0
2023-05-01 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,32.27,white wind,4,16.07,18.62,70.44,1
2023-12-13 01:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,34.5,clear,16,3.13,5.02,71.32,1
2023-07-12 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,28.96,rain,4,6.33,10.38,68.16,1
2023-04-21 19:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,23.98,white wind,4,3.26,7.94,52.57,1
2023-08-13 10:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,37.13,clear,14,1.39,2.48,59.92,0
2023-07-03 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,34.31,clear,16,4.93,4.93,71.84,0
2023-10-02 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,23.67,clear,20,2.76,4.17,65.57,1
2023-09-04 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,20.95,clear,2,4.64,5.17,62.64,0
2023-04-01 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,25.14,clear,8,2.78,3.28,66.6,0
2023-06-24 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,32.34,clear,10,5.74,7.46,71.64,1
2023-06-10 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,25.07,clear,3,5.56,6.41,66.55,0
2023-07-13 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,25.96,clear,14,2.79,4.25,67.17,1
2023-12-05 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,42.71,clear,7,3.26,3.45,76.92,0
2023-10-16 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.02,clear,5,6.8,7.2,78.53,0
2023-07-15 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,32.53,clear,3,3.1,4.02,69.98,0
2023-06-16 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,20.98,clear,11,2.95,3.71,62.09,0
2023-05-29 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,31.29,clear,10,6.4,6.93,69.76,0
2023-08-13 22:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,27.51,clear,10,6.29,7.57,67.16,1
2023-09-30 16:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,41.98,rain,2,6.01,9.83,78.39,1
2023-04-28 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,33.28,white wind,15,7.21,13.94,72.3,1
2023-10-21 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,36.35,clear,1,5.85,7.18,74.44,1
2023-06-13 05:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,27.61,rain,12,1.33,5.11,54.6,1
2023-06-19 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,25.93,clear,18,4.74,5.03,66.07,0
2023-07-26 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,32.89,clear,7,5.76,6.06,72.02,0
2023-02-12 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,20.3,clear,17,6.09,6.56,62.19,0
2023-06-10 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,31.2,clear,14,4.86,6.68,69.7,1
2023-11-05 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,42.77,clear,11,6.76,7.04,77.67,0
2023-03-01 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,44.74,rain,7,6.09,12.59,80.32,1
2023-09-22 16:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,40.37,clear,17,1.41,3.19,61.74,1
2023-11-03 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,26.55,rain,13,5.59,9.03,67.58,1
2023-11-25 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,40.89,clear,8,5.08,5.8,76.38,0
2023-02-25 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,33.75,rain,2,2.89,9.33,72.62,1
2023-02-07 04:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,34.6,white wind,2,3.42,11.33,58.51,1
2023-05-13 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,24.54,clear,13,2.77,3.95,66.18,0
2023-11-29 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,42.53,clear,19,3.01,3.9,78.77,0
2023-01-02 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,20.62,clear,9,6.1,6.52,62.41,0
2023-10-14 08:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,26.17,clear,17,3.02,4.88,65.64,1
2023-08-09 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,43.46,clear,9,3.03,3.04,79.42,0
2023-06-11 02:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,28.25,rain,6,1.33,4.61,54.96,1
2023-10-14 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,37.95,clear,13,1.39,2.13,60.38,0
2023-05-22 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,39.11,clear,9,3.2,3.58,74.47,0
2023-03-22 08:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,24.59,snow,13,1.31,5.44,52.91,1
2024-01-01 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,27.61,clear,5,6.3,6.96,67.23,0
2023-12-08 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,33.84,clear,17,6.48,7.89,71.52,1
2023-03-26 07:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,41.15,snow,20,6.7,13.26,76.55,1
2023-12-01 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,22.07,clear,8,5.48,6.35,64.45,0
2023-03-09 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,34.95,snow,3,4.94,8.95,72.28,1
2023-04-04 23:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,33.75,white wind,20,7.23,14.53,72.62,1
2023-09-28 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,38.66,clear,14,5.03,6.41,74.84,1
2023-10-05 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,28.66,clear,12,4.8,6.78,67.95,1
2023-10-21 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,21.38,rain,18,6.12,8.14,62.94,1
2023-03-31 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,27.5,clear,20,3.03,3.06,66.54,0
2023-06-03 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,34.28,clear,13,5.79,7.66,73.0,1
2023-08-17 12:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,36.62,snow,1,3.16,6.73,72.77,1
2023-12-13 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,44.6,rain,3,3.29,7.6,78.21,1
2023-10-07 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,21.77,clear,18,5.48,7.33,64.24,1
2023-10-13 11:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,30.37,rain,3,1.34,5.25,56.14,1
2023-04-08 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,39.32,snow,12,5.93,10.6,76.52,1
2023-01-22 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.48,clear,3,6.05,6.92,79.44,0
2023-08-31 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,26.5,clear,12,6.26,7.05,66.46,0
2023-12-25 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,31.02,clear,2,5.71,7.52,70.71,1
2023-02-26 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,32.9,clear,13,2.88,3.85,72.03,0
2023-03-28 01:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,36.92,white wind,6,7.92,11.7,72.97,1
2023-05-26 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,34.18,rain,1,6.49,9.6,71.75,1
2023-02-24 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,22.69,clear,4,5.5,5.86,64.88,0
2023-06-02 10:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,35.43,clear,5,1.37,2.41,58.97,0
2023-09-04 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,24.84,white wind,4,13.88,20.76,66.39,1
2023-01-25 09:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,39.41,snow,4,1.4,7.28,61.2,1
2023-09-03 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,40.55,rain,20,5.07,11.12,76.14,1
2023-12-29 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,37.11,rain,20,5.87,8.33,74.98,1
2023-11-28 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,41.1,clear,11,2.99,3.31,77.77,0
2023-04-21 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,26.35,clear,10,3.02,4.77,65.76,1
2023-08-16 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,31.24,clear,11,4.86,5.59,69.73,0
2023-08-01 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,40.77,clear,16,5.08,6.79,76.29,1
2023-06-04 10:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,30.45,rain,4,1.34,7.3,56.19,1
2023-12-04 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,23.5,clear,13,2.76,4.45,65.45,1
2023-12-14 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,21.08,white wind,20,11.6,15.96,62.73,1
2024-01-01 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,36.33,clear,3,3.16,3.7,72.57,0
2023-04-17 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,44.78,clear,9,6.82,8.19,79.05,1
2023-11-27 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,31.74,white wind,16,12.17,14.19,70.07,1
2023-11-08 04:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,43.18,clear,20,5.14,6.18,77.95,0
2023-06-02 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,39.74,clear,9,5.95,7.71,76.82,1
2023-12-14 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,26.86,clear,12,4.76,5.21,66.71,0
2023-01-19 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,44.58,white wind,3,12.93,19.64,78.92,1
2023-10-17 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,37.68,clear,20,6.59,6.79,74.16,0
2023-08-08 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,20.97,clear,12,2.95,3.37,62.09,0
2023-04-28 11:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,24.76,clear,14,1.31,2.63,53.0,1
2023-11-11 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,41.7,clear,5,5.1,5.53,76.93,0
2023-01-17 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,29.96,clear,20,5.68,6.47,69.97,0
2023-08-15 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,43.08,clear,16,6.04,6.8,79.16,0
2023-04-21 17:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,24.62,clear,19,1.31,1.35,52.93,0
2023-08-01 18:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,21.4,clear,8,1.29,1.96,51.12,0
2023-05-26 20:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,38.75,rain,11,1.4,7.6,60.83,1
2023-03-25 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,32.26,snow,2,5.74,7.84,71.58,1
2023-11-24 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,21.58,clear,18,6.13,7.39,63.08,1
2023-05-06 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,28.16,white wind,1,15.78,18.45,67.61,1
2023-06-30 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,21.45,clear,11,5.47,5.55,64.02,0
2023-10-13 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,27.55,clear,5,1.33,3.11,54.56,1
2023-07-31 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,34.33,clear,19,5.8,7.62,73.03,1
2023-12-27 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,21.75,white wind,2,7.39,10.96,62.62,1
2023-06-28 23:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,26.53,rain,4,1.32,6.29,53.99,1
2023-01-13 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,32.47,white wind,13,7.76,12.49,69.94,1
2023-07-08 13:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,37.2,rain,2,1.39,3.86,59.96,1
2023-10-22 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,33.61,clear,4,6.47,7.56,71.36,0
2023-04-19 18:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,31.24,rain,3,1.35,5.04,56.63,1
2023-01-03 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,29.01,clear,16,3.05,4.16,67.57,0
2023-07-30 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,41.25,white wind,15,8.08,13.84,75.93,1
2023-04-05 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,24.46,rain,8,6.21,13.59,65.06,1
2023-06-01 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,31.33,clear,18,4.86,6.5,69.79,1
2023-09-27 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,20.66,clear,2,2.73,3.94,63.46,1
2023-04-06 06:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,37.11,clear,5,1.39,1.7,59.91,0
2023-08-19 01:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,36.54,clear,20,1.38,2.98,59.59,1
2023-04-29 01:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.25,clear,17,1.42,2.6,62.79,0
2023-05-17 15:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,31.82,snow,12,1.35,6.88,56.95,1
2023-10-16 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,22.47,clear,17,5.49,6.77,64.73,1
2023-12-17 17:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,36.8,clear,7,4.98,5.78,73.56,0
2023-02-28 04:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,25.23,clear,17,1.31,2.7,53.27,1
2023-06-07 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,33.46,clear,14,6.47,6.57,71.26,0
2023-06-19 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,25.02,rain,6,3.0,7.58,64.85,1
2023-08-27 23:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,41.14,clear,3,5.98,6.53,77.8,0
2023-05-02 14:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,35.06,snow,18,1.37,3.72,58.77,1
2023-10-23 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,33.23,white wind,12,16.15,23.99,71.1,1
2023-03-19 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,21.36,clear,17,6.12,6.85,62.92,0
2023-01-15 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,39.47,white wind,11,7.42,11.74,76.63,1
2023-09-01 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,30.52,rain,17,3.08,7.98,68.6,1
2023-08-24 13:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,39.31,snow,19,1.4,4.9,61.14,1
2023-12-05 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,20.61,clear,2,4.63,5.9,62.41,1
2023-07-14 17:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,41.09,clear,15,1.41,3.09,62.14,1
2023-07-14 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,30.53,rain,1,6.38,10.43,69.24,1
2023-09-15 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,33.5,white wind,8,14.43,16.65,72.45,1
2023-06-22 01:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,21.2,clear,11,5.46,6.46,63.84,0
2023-11-29 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,43.0,clear,12,3.26,4.66,77.12,1
2023-03-19 11:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,27.21,clear,6,6.28,8.06,66.95,1
2023-04-21 01:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,33.68,rain,6,3.12,8.67,70.76,1
2023-08-18 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,39.49,clear,6,5.94,6.73,76.64,0
2023-09-11 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,36.5,white wind,6,16.39,20.24,73.35,1
2023-05-29 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,32.53,rain,19,4.89,7.95,70.62,1
2023-07-05 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,37.56,clear,6,5.88,7.35,75.29,1
2023-02-20 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,32.48,clear,7,4.88,5.11,70.58,0
2023-04-23 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,35.22,snow,1,4.95,11.16,72.47,1
2023-08-13 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,37.28,rain,7,5.88,8.45,75.1,1
2023-12-24 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,26.88,clear,16,2.8,4.45,67.82,1
2023-04-16 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,25.57,rain,10,2.78,7.07,66.9,1
2023-09-17 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,33.2,clear,1,4.9,6.38,71.08,1
2023-04-13 01:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,30.86,white wind,17,7.7,15.06,68.84,1
2023-12-19 15:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.92,clear,4,4.74,6.53,66.06,1
2023-11-01 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,34.61,clear,13,4.93,5.32,72.05,0
2023-08-31 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,31.5,clear,13,6.41,8.29,69.91,1
2023-04-18 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,44.79,clear,18,3.29,3.47,78.34,0
2023-02-10 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,20.64,clear,8,2.94,4.58,61.86,1
2023-04-04 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,35.52,rain,1,4.95,11.67,72.68,1
2023-01-04 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,43.12,clear,20,3.26,5.14,77.2,1
2023-08-13 15:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,20.67,clear,11,1.29,1.51,50.72,0
2023-06-22 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.18,clear,2,4.75,4.83,66.24,0
2023-07-22 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,20.51,clear,5,4.63,5.61,62.34,0
2023-01-01 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.59,clear,7,3.21,4.89,74.8,1
2023-03-19 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,20.68,clear,7,5.45,6.0,63.48,0
2023-12-08 23:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,36.18,rain,17,4.97,9.79,73.13,1
2023-08-03 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.61,clear,1,4.76,6.53,66.54,1
2023-01-12 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,24.64,clear,9,3.0,4.5,64.59,1
2023-04-20 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,30.13,white wind,13,7.67,10.13,68.34,1
2023-10-18 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,28.43,clear,12,5.64,7.22,68.9,1
2023-09-21 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.91,white wind,3,14.67,17.47,74.84,1
2023-09-10 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,23.28,rain,17,5.51,11.21,65.3,1
2023-04-22 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,33.09,clear,9,3.11,3.86,70.36,0
2023-06-16 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,43.25,snow,9,6.77,12.58,78.0,1
2023-05-31 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.71,white wind,5,11.84,14.71,65.92,1
2023-12-31 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,22.72,clear,7,2.75,2.92,64.9,0
2023-05-27 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,39.86,clear,2,5.06,5.2,75.67,0
2023-09-04 10:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,30.92,clear,12,1.35,1.87,56.45,0
2023-10-10 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,33.04,rain,11,5.76,10.34,72.13,1
2023-03-08 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,29.51,rain,18,3.06,7.73,67.92,1
2023-12-22 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,24.31,clear,10,4.71,5.84,64.96,0
2023-09-09 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,44.93,clear,4,5.18,6.02,79.16,0
2023-04-10 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,28.89,clear,2,2.83,4.82,69.22,1
2023-09-10 02:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,33.46,clear,9,1.36,3.27,57.87,1
2023-11-10 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,20.87,clear,18,2.73,4.22,63.61,1
2023-04-25 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,38.92,clear,20,2.96,4.81,76.24,1
2023-03-19 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,31.73,clear,3,5.73,7.26,71.21,1
2023-03-26 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,41.55,clear,13,5.1,6.45,76.83,1
2023-06-28 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,33.32,clear,3,6.46,6.67,71.16,0
2023-04-09 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,25.09,clear,1,5.56,7.49,66.56,1
2023-08-10 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,26.06,clear,12,6.25,6.97,66.16,0
2023-10-13 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,31.71,clear,11,5.73,7.5,71.2,1
2023-09-10 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,43.66,white wind,17,16.96,22.9,78.28,1
2023-09-10 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,39.33,clear,9,6.65,7.88,75.3,1
2023-05-25 06:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,44.13,clear,3,3.28,5.07,77.89,1
2023-09-19 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,35.88,clear,18,2.92,4.03,74.12,0
2023-10-05 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,29.26,rain,8,4.81,12.24,68.37,1
2023-01-19 08:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,41.67,clear,20,6.0,6.19,78.17,0
2023-01-05 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,22.52,clear,9,5.49,6.97,64.76,1
2023-07-25 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,31.18,rain,7,4.86,11.91,69.69,1
2023-07-14 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,41.22,clear,18,5.09,5.43,76.6,0
2023-03-07 08:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,27.3,clear,9,1.32,2.67,54.42,1
2023-05-14 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,33.75,clear,16,6.47,7.72,71.46,1
2023-04-21 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,41.1,clear,18,5.98,6.7,77.77,0
2023-12-26 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,34.3,clear,5,5.8,7.14,73.01,1
